Genes diffrentially expressed between sleep and wakefulness in the cerebral cortex - FDR <1%; linear trend analysis for temporal pattern in gene expression - FDR <5%								
								

Affymetrix id	sleep	wake	category 	Gene name	Gene Symbol	Entrez Gene		
1444025_at	No Change	No Change	5	---	---	---		
1444381_at	No Change	No Change	5	RIKEN cDNA A830005F24 gene	A830005F24Rik	442803		
1444430_at	No Change	No Change	5	"Armadillo repeat containing 8, mRNA (cDNA clone MGC:47965 IMAGE:1230321)"	Armc8	74125		
1444523_s_at	No Change	No Change	5	ubiquitin-conjugating enzyme E2 variant 1	Ube2v1	66589		
1444811_at	No Change	No Change	5	translocation protein 1	Tloc1	69276		
1445178_at	No Change	No Change	5	SH3 multiple domains 2	Sh3md2	59009		
1446406_at	No Change	No Change	5	Progestin and adipoQ receptor family member VIII (Paqr8)	1700019B16Rik	74229		
1446624_at	No Change	No Change	5	Fukuyama type congenital muscular dystrophy homolog (human)	Fcmd	246179		
1446735_at	No Change	No Change	5	intersectin 2	Itsn2	20403		
1447936_at	No Change	No Change	5	RIKEN cDNA 2410006H16 gene	2410006H16Rik	69221		
1448113_at	No Change	No Change	5	stathmin 1	Stmn1	16765		
1448119_at	No Change	No Change	5	"2,3-bisphosphoglycerate mutase"	Bpgm	12183		
1448122_at	No Change	No Change	5	t-complex protein 1	Tcp1	21454		
1448241_at	No Change	No Change	5	GM2 ganglioside activator protein	Gm2a	14667		
1448278_at	No Change	No Change	5	XPA binding protein 2	Xab2	67439		
1448292_at	No Change	No Change	5	ubiquinol-cytochrome c reductase (6.4kD) subunit	Uqcr	66594		
1448331_at	No Change	No Change	5	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7"	Ndufb7	66916		
1448427_at	No Change	No Change	5	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6 (B14)"	Ndufa6	67130		
1448463_at	No Change	No Change	5	RIKEN cDNA 4933434E20 gene	4933434E20Rik	99650		
1448464_at	No Change	No Change	5	RIKEN cDNA 0610042I15 gene	0610042I15Rik	56418		
1448473_at	No Change	No Change	5	budding uninhibited by benzimidazoles 3 homolog (S. cerevisiae)	Bub3	12237		
1448524_s_at	No Change	No Change	5	"signal sequence receptor, delta"	Ssr4	20832		
1448622_at	No Change	No Change	5	"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)"	Lsm4	50783		
1448656_at	No Change	No Change	5	"calcium channel, voltage-dependent, beta 3 subunit"	Cacnb3	12297		
1448770_a_at	No Change	No Change	5	ATPase inhibitory factor 1	Atpif1	11983		
1448868_at	No Change	No Change	5	SCAN domain-containing 1	Scand1	19018		
1448887_x_at	No Change	No Change	5	fractured callus expressed transcript 1	Fxc1	14356		
1448936_at	No Change	No Change	5	syntaxin 12	Stx12	100226		
1448996_at	No Change	No Change	5	rod outer segment membrane protein 1	Rom1	19881		
1449139_at	No Change	No Change	5	RIKEN cDNA 2310008M10 gene	2310008M10Rik	66357		
1449158_at	No Change	No Change	5	"potassium channel, subfamily K, member 2"	Kcnk2	16526		
1449243_a_at	No Change	No Change	5	ribosomal protein S19	Rps19	20085		
1449264_at	No Change	No Change	5	synaptotagmin XI	Syt11	229521		
1449376_at	No Change	No Change	5	nicolin 1	Nicn1	66257		
1449643_s_at	No Change	No Change	5	basic transcription factor 3	Btf3	218490		
1449849_a_at	No Change	No Change	5	F-box and leucine-rich repeat protein 6	Fbxl6	30840		
1449929_at	No Change	No Change	5	t-complex-associated-testis-expressed 1-like	Tcte1l	67117		
1450067_a_at	No Change	No Change	5	RIKEN cDNA 1810034K20 gene	1810034K20Rik	67881		
1450386_at	No Change	No Change	5	karyopherin (importin) alpha 3	Kpna3	16648		
1450504_a_at	No Change	No Change	5	1-acylglycerol-3-phosphate O-acyltransferase 3	Agpat3	28169		
1450560_a_at	No Change	No Change	5	"protein phosphatase 2, regulatory subunit B (B56), delta isoform"	Ppp2r5d	21770		
1450643_s_at	No Change	No Change	5	acyl-CoA synthetase long-chain family member 1	Acsl1	14081		
1450721_at	No Change	No Change	5	"acid phosphatase 1, soluble"	Acp1	11431		
1450745_at	No Change	No Change	5	"core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase"	C1galt1	94192		
1450755_at	No Change	No Change	5	"platelet-activating factor acetylhydrolase, isoform 1b, alpha2 subunit"	Pafah1b2	18475		
1450777_at	No Change	No Change	5	5'-3' exoribonuclease 2	Xrn2	24128		
1450797_a_at	No Change	No Change	5	chromobox homolog 1 (Drosophila HP1 beta)	Cbx1	12412		
1450831_at	No Change	No Change	5	"POU domain, class 3, transcription factor 2"	Pou3f2	18992		
1450851_at	No Change	No Change	5	WD repeat domain 1	Wdr1	22388		
1450921_at	No Change	No Change	5	aprataxin	Aptx	66408		
1450942_at	No Change	No Change	5	coiled-coil domain containing 16	Ccdc16	66983		
1450970_at	No Change	No Change	5	"glutamate oxaloacetate transaminase 1, soluble"	Got1	14718		
1451066_at	No Change	No Change	5	leukocyte receptor cluster (LRC) member 4	Leng4	77582		
1451098_at	No Change	No Change	5	procollagen (type III) N-endopeptidase	Pcoln3	234852		
1451120_at	No Change	No Change	5	RNA polymerase 1-3	Rpo1-3	20018		
1451134_a_at	No Change	No Change	5	TM2 domain containing 2	Tm2d2	69742		
1451189_at	No Change	No Change	5	"zinc finger, SWIM domain containing 1"	Zswim1	71971		
1451196_at	No Change	No Change	5	yippee-like 5 (Drosophila)	Ypel5	383295		
1451201_s_at	No Change	No Change	5	ribonuclease/angiogenin inhibitor 1	Rnh1	107702		
1451216_at	No Change	No Change	5	zinc finger protein 330	Zfp330	30932		
1451235_at	No Change	No Change	5	RIKEN cDNA 1500001H12 gene	1500001H12Rik	57754		
1451350_a_at	No Change	No Change	5	leptin receptor overlapping transcript	Leprot	230514		
1451450_at	No Change	No Change	5	RIKEN cDNA 2010011I20 gene	2010011I20Rik	67017		
1451720_at	No Change	No Change	5	vacuolar protein sorting 39 (yeast)	Vps39	269338		
1452101_at	No Change	No Change	5	bleomycin hydrolase	Blmh	104184		
1452587_at	No Change	No Change	5	ARP2 actin-related protein 2 homolog (yeast)	Actr2	66713		
1452776_a_at	No Change	No Change	5	RIKEN cDNA 6330412F12 gene	6330412F12Rik	53312		
1452969_at	No Change	No Change	5	"ATPase, Ca++ transporting, plasma membrane 1"	Atp2b1	67972		
1453141_at	No Change	No Change	5	RIKEN cDNA 0610009L18 gene	0610009L18Rik	66838		
1453401_at	No Change	No Change	5	RIKEN cDNA 4930428O21 gene	4930428O21Rik	75784		
1453582_at	No Change	No Change	5	choline kinase alpha	Chka	12660		
1453782_at	No Change	No Change	5	RIKEN cDNA 3021401C12 gene	3021401C12Rik	70678		
1453960_a_at	No Change	No Change	5	"capping protein (actin filament) muscle Z-line, beta"	Capzb	12345		
1454283_at	No Change	No Change	5	RIKEN cDNA 9130023D20 gene	9130023D20Rik	268706		
1454701_at	No Change	No Change	5	RIKEN cDNA 4930503L19 gene	4930503L19Rik	269033		
1454752_at	No Change	No Change	5	expressed sequence AI606861	AI606861	105200		
1454826_at	No Change	No Change	5	zinc finger and BTB domain containing 11	Zbtb11	271377		
1454875_a_at	No Change	No Change	5	retinoblastoma binding protein 4	Rbbp4	19646		
1455178_at	No Change	No Change	5	RUN and TBC1 domain containing 1	Rutbc1	97761		
1455390_at	No Change	No Change	5	expressed sequence AI839550	AI839550	233065		
1455463_at	No Change	No Change	5	"Phytanoyl-CoA hydroxylase interacting protein (Phyhip), mRNA"	Phyhip	105653		
1455528_at	No Change	No Change	5	"Transcribed locus, moderately similar to NP_001001306.1 hypothetical protein LOC329695 [Mus musculus]"	---	---		
1455578_x_at	No Change	No Change	5	ribosomal protein L41	Rpl41	67945		
1455622_at	No Change	No Change	5	podocalyxin-like 2	Podxl2	319655		
1455749_x_at	No Change	No Change	5	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7 (B14.5a)"	Ndufa7	66416		
1455806_x_at	No Change	No Change	5	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12"	Ndufa12	66414		
1455831_at	No Change	No Change	5	"fusion, derived from t(12;16) malignant liposarcoma (human)"	Fus	233908		
1455881_at	No Change	No Change	5	immediate early response 5-like	Ier5l	72500		
1455933_at	No Change	No Change	5	RIKEN cDNA 1500010G04 gene	1500010G04Rik	68965		
1456040_at	No Change	No Change	5	"splicing factor 3b, subunit 2"	Sf3b2	319322		
1456043_at	No Change	No Change	5	ubiquitin specific peptidase 22	Usp22	216825		
1456072_at	No Change	No Change	5	"protein phosphatase 1, regulatory (inhibitor) subunit 9A"	Ppp1r9a	243725		
1456181_at	No Change	No Change	5	RIKEN cDNA 9530020G05 gene	9530020G05Rik	101240		
1456204_at	No Change	No Change	5	RIKEN cDNA 2010107H07 gene	2010107H07Rik	66487		
1456464_x_at	No Change	No Change	5	"Synaptotagmin XI, mRNA (cDNA clone MGC:32353 IMAGE:5030173)"	Syt11	229521		
1456512_at	No Change	No Change	5	PDZ domain containing RING finger 4	Pdzrn4	239618		
1456606_a_at	No Change	No Change	5	carbohydrate sulfotransferase 11 /// phosphatase and actin regulator 1	Chst11 /// Phactr1	218194 /// 58250		
1456734_at	No Change	No Change	5	thioredoxin 1	Txn1	22166		
1456758_at	No Change	No Change	5	RIKEN cDNA 9930017N22 gene	9930017N22Rik	320403		
1456871_a_at	No Change	No Change	5	PHD finger protein 20-like 1	Phf20l1	239510		
1457040_at	No Change	No Change	5	"leucine-rich repeat LGI family, member 2"	Lgi2	246316		
1457293_at	No Change	No Change	5	zinc finger and BTB domain containing 4	Zbtb4	75580		
1457639_at	No Change	No Change	5	"ATPase, H+ transporting, lysosomal, V1 subunit H"	Atp6v1h	108664		
1457802_at	No Change	No Change	5	RIKEN cDNA B930012P20 gene	B930012P20Rik	320140		
1458622_at	No Change	No Change	5	"neurotrophic tyrosine kinase, receptor, type 2"	Ntrk2	18212		
1458963_at	No Change	No Change	5	RIKEN cDNA 1810054D07 gene	1810054D07Rik	69863		
1459223_at	No Change	No Change	5	RIKEN cDNA B930095G15 gene	B930095G15Rik	320268		
1459225_at	No Change	No Change	5	"Guanine nucleotide binding protein-like 3 (nucleolar)-like, mRNA (cDNA clone MGC:90757 IMAGE:6843880)"	Gnl3l	237107		
1459659_at	No Change	No Change	5	Putative transcription factor ZNF131 (Znf131)	Zfp131	72465		
1460165_at	No Change	No Change	5	"protein phosphatase 1, catalytic subunit, alpha isoform"	Ppp1ca	19045		
1460613_x_at	No Change	No Change	5	growth hormone	Gh	14599		
1460637_s_at	No Change	No Change	5	prefoldin 5	Pfdn5	56612		
1460639_a_at	No Change	No Change	5	ATX1 (antioxidant protein 1) homolog 1 (yeast)	Atox1	11927		
1415670_at	No Change	DOWN	6	"coatomer protein complex, subunit gamma"	Copg	54161		
1415675_at	No Change	DOWN	6	dolichol-phosphate (beta-D) mannosyltransferase 2	Dpm2	13481		
1415680_at	No Change	DOWN	6	anaphase promoting complex subunit 1	Anapc1	17222		
1415699_a_at	No Change	DOWN	6	G protein pathway suppressor 1	Gps1	209318		
1415705_at	No Change	DOWN	6	---	---	---		
1415707_at	No Change	DOWN	6	anaphase promoting complex subunit 2	Anapc2	99152		
1415717_at	No Change	DOWN	6	RIKEN cDNA 4931406I20 gene	4931406I20Rik	66743		
1415718_at	No Change	DOWN	6	RIKEN cDNA 2310079P12 gene	2310079P12Rik	50724		
1415727_at	No Change	DOWN	6	apolipoprotein A-I binding protein	Apoa1bp	246703		
1415741_at	No Change	DOWN	6	TPA regulated locus	Tparl	21982		
1415744_at	No Change	DOWN	6	H2-K region expressed gene 2	H2-Ke2	14976		
1415748_a_at	No Change	DOWN	6	dynactin 5	Dctn5	59288		
1415749_a_at	No Change	DOWN	6	Ras-related GTP binding C	Rragc	54170		
1415763_a_at	No Change	DOWN	6	RIKEN cDNA 2510006D16 gene	2510006D16Rik	76799		
1415771_at	No Change	DOWN	6	nucleolin	Ncl	17975		
1415792_at	No Change	DOWN	6	expressed sequence AL033326	AL033326	24105		
1415797_at	No Change	DOWN	6	"discoidin domain receptor family, member 1"	Ddr1	12305		
1415812_at	No Change	DOWN	6	gelsolin	Gsn	227753		
1415852_at	No Change	DOWN	6	inosine 5'-phosphate dehydrogenase 2	Impdh2	23918		
1415865_s_at	No Change	DOWN	6	"2,3-bisphosphoglycerate mutase"	Bpgm	12183		
1415869_a_at	No Change	DOWN	6	tripartite motif protein 28	Trim28	21849		
1415890_at	No Change	DOWN	6	3'-phosphoadenosine 5'-phosphosulfate synthase 1	Papss1	23971		
1415911_at	No Change	DOWN	6	imprinted and ancient	Impact	16210		
1415932_x_at	No Change	DOWN	6	"ATPase, class II, type 9A"	Atp9a	11981		
1415946_at	No Change	DOWN	6	"phosphatidylinositol glycan, class Q"	Pigq	14755		
1415948_at	No Change	DOWN	6	cellular repressor of E1A-stimulated genes 1	Creg1	433375		
1415957_a_at	No Change	DOWN	6	novel nuclear protein 1	Nnp1	18114		
1415967_at	No Change	DOWN	6	NADH dehydrogenase (ubiquinone) flavoprotein 1	Ndufv1	17995		
1415976_a_at	No Change	DOWN	6	calcium regulated heat stable protein 1	Carhsp1	52502		
1415980_at	No Change	DOWN	6	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 2"	Atp5g2	67942		
1415990_at	No Change	DOWN	6	voltage-dependent anion channel 2	Vdac2	22334		
1415993_at	No Change	DOWN	6	squalene epoxidase	Sqle	20775		
1415998_at	No Change	DOWN	6	voltage-dependent anion channel 1	Vdac1	22333		
1416006_at	No Change	DOWN	6	midkine	Mdk	17242		
1416011_x_at	No Change	DOWN	6	EH-domain containing 1	Ehd1	13660		
1416028_a_at	No Change	DOWN	6	hematological and neurological expressed sequence 1	Hn1	15374		
1416037_a_at	No Change	DOWN	6	chaperonin subunit 2 (beta)	Cct2	12461		
1416038_at	No Change	DOWN	6	expressed sequence AL033314	AL033314	56463		
1416044_at	No Change	DOWN	6	flightless I homolog (Drosophila)	Fliih	14248		
1416048_at	No Change	DOWN	6	polyhomeotic-like 2 (Drosophila)	Phc2	54383		
1416050_a_at	No Change	DOWN	6	"scavenger receptor class B, member 1"	Scarb1	20778		
1416058_s_at	No Change	DOWN	6	"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"	Atp5c1	11949		
1416066_at	No Change	DOWN	6	CD9 antigen	Cd9	12527		
1416098_at	No Change	DOWN	6	synaptogyrin 3	Syngr3	20974		
1416109_at	No Change	DOWN	6	"fucosidase, alpha-L- 1, tissue"	Fuca1	71665		
1416111_at	No Change	DOWN	6	CD83 antigen	Cd83	12522		
1416115_at	No Change	DOWN	6	"origin recognition complex, subunit 3-like (S. cerevisiae)"	Orc3l	50793		
1416127_a_at	No Change	DOWN	6	aspartyl aminopeptidase	Dnpep	13437		
1416138_at	No Change	DOWN	6	annexin A7	Anxa7	11750		
1416146_at	No Change	DOWN	6	heat shock protein 4	Hspa4	15525		
1416153_at	No Change	DOWN	6	signal recognition particle 54	Srp54	24067		
1416171_at	No Change	DOWN	6	RIKEN cDNA 2310037I24 gene	2310037I24Rik	69612		
1416178_a_at	No Change	DOWN	6	"pleckstrin homology domain containing, family B (evectins) member 1"	Plekhb1	27276		
1416181_at	No Change	DOWN	6	mesoderm development candiate 2	Mesdc2	67943		
1416185_a_at	No Change	DOWN	6	"alcohol dehydrogenase 5 (class III), chi polypeptide"	Adh5	11532		
1416188_at	No Change	DOWN	6	GM2 ganglioside activator protein	Gm2a	14667		
1416198_at	No Change	DOWN	6	TH1-like homolog (Drosophila)	Th1l	57314		
1416200_at	No Change	DOWN	6	RIKEN cDNA 9230117N10 gene	9230117N10Rik	77125		
1416209_at	No Change	DOWN	6	glutamate dehydrogenase 1	Glud1	14661		
1416221_at	No Change	DOWN	6	follistatin-like 1	Fstl1	14314		
1416222_at	No Change	DOWN	6	NAD(P) dependent steroid dehydrogenase-like	Nsdhl	18194		
1416246_a_at	No Change	DOWN	6	"coronin, actin binding protein 1A"	Coro1a	12721		
1416251_at	No Change	DOWN	6	"minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)"	Mcm6	17219		
1416254_a_at	No Change	DOWN	6	vacuolar protein sorting 16 (yeast)	Vps16	80743		
1416257_at	No Change	DOWN	6	calpain 2	Capn2	12334		
1416263_at	No Change	DOWN	6	"ATP-binding cassette, sub-family B (MDR/TAP), member 9"	Abcb9	56325		
1416281_at	No Change	DOWN	6	Wdr45 like	Wdr45l	66840		
1416282_at	No Change	DOWN	6	"proteasome (prosome, macropain) 26S subunit, ATPase 3"	Psmc3	19182		
1416291_at	No Change	DOWN	6	"proteasome (prosome, macropain) 26S subunit, ATPase, 4"	Psmc4	23996		
1416292_at	No Change	DOWN	6	peroxiredoxin 3	Prdx3	11757		
1416303_at	No Change	DOWN	6	LPS-induced TN factor	Litaf	56722		
1416315_at	No Change	DOWN	6	abhydrolase domain containing 4	Abhd4	105501		
1416334_at	No Change	DOWN	6	WW domain-containing oxidoreductase	Wwox	80707		
1416350_at	No Change	DOWN	6	Kruppel-like factor 16	Klf16	118445		
1416368_at	No Change	DOWN	6	"glutathione S-transferase, alpha 4"	Gsta4	14860		
1416371_at	No Change	DOWN	6	apolipoprotein D	Apod	11815		
1416373_at	No Change	DOWN	6	nitrogen fixation gene 1 (S. cerevisiae)	Nfs1	18041		
1416383_a_at	No Change	DOWN	6	pyruvate carboxylase	Pcx	18563		
1416384_a_at	No Change	DOWN	6	"coatomer protein complex, subunit epsilon"	Cope	59042		
1416389_a_at	No Change	DOWN	6	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	Rcbtb2	105670		
1416395_at	No Change	DOWN	6	guanylate kinase 1	Guk1	14923		
1416399_a_at	No Change	DOWN	6	heme oxygenase (decycling) 2	Hmox2	15369		
1416408_at	No Change	DOWN	6	"acyl-Coenzyme A oxidase 1, palmitoyl"	Acox1	11430		
1416409_at	No Change	DOWN	6	"acyl-Coenzyme A oxidase 1, palmitoyl"	Acox1	11430		
1416438_at	No Change	DOWN	6	RIKEN cDNA 2410104I19 gene	2410104I19Rik	67959		
1416479_a_at	No Change	DOWN	6	transmembrane protein 14C	Tmem14c	66154		
1416492_at	No Change	DOWN	6	cyclin E1	Ccne1	12447		
1416503_at	No Change	DOWN	6	latexin	Lxn	17035		
1416511_a_at	No Change	DOWN	6	CDC42 effector protein (Rho GTPase binding) 4	Cdc42ep4	56699		
1416536_at	No Change	DOWN	6	melanoma associated antigen (mutated) 1	Mum1	68114		
1416541_at	No Change	DOWN	6	ClpB caseinolytic peptidase B homolog (E. coli)	Clpb	20480		
1416584_at	No Change	DOWN	6	"mannosidase 2, alpha B2"	Man2b2	17160		
1416592_at	No Change	DOWN	6	glutaredoxin 1 (thioltransferase)	Glrx1	93692		
1416602_a_at	No Change	DOWN	6	RAD52 homolog (S. cerevisiae)	Rad52	19365		
1416607_at	No Change	DOWN	6	RIKEN cDNA 4931406C07 gene	4931406C07Rik	70984		
1416630_at	No Change	DOWN	6	inhibitor of DNA binding 3	Id3	15903		
1416631_at	No Change	DOWN	6	"adaptor-related protein complex AP-4, beta 1"	Ap4b1	67489		
1416648_at	No Change	DOWN	6	"dynein, cytoplasmic, heavy chain 1"	Dnchc1	13424		
1416653_at	No Change	DOWN	6	syntaxin binding protein 3A	Stxbp3a	20912		
1416657_at	No Change	DOWN	6	thymoma viral proto-oncogene 1	Akt1	11651		
1416665_at	No Change	DOWN	6	demethyl-Q 7	Coq7	12850		
1416672_s_at	No Change	DOWN	6	mucolipin 1	Mcoln1	94178		
1416685_s_at	No Change	DOWN	6	fibrillarin /// similar to Fibrillarin	Fbl /// LOC545184	14113 /// 545184		
1416698_a_at	No Change	DOWN	6	CDC28 protein kinase 1b	Cks1b	54124		
1416708_a_at	No Change	DOWN	6	"DNA segment, Chr 7, Brigham & Women's Genetics 0611 expressed"	D7Bwg0611e	52857		
1416726_s_at	No Change	DOWN	6	ubiquitin-conjugating enzyme E2S	Ube2s	77891		
1416770_at	No Change	DOWN	6	serine/threonine kinase 25 (yeast)	Stk25	59041		
1416771_at	No Change	DOWN	6	trafficking protein particle complex 3	Trappc3	27096		
1416788_a_at	No Change	DOWN	6	"isocitrate dehydrogenase 3 (NAD+), gamma"	Idh3g	15929		
1416789_at	No Change	DOWN	6	"isocitrate dehydrogenase 3 (NAD+), gamma"	Idh3g	15929		
1416836_at	No Change	DOWN	6	low-density lipoprotein receptor-related protein 10	Lrp10	65107		
1416837_at	No Change	DOWN	6	Bcl2-associated X protein	Bax	12028		
1416838_at	No Change	DOWN	6	methylmalonyl-Coenzyme A mutase	Mut	17850		
1416840_at	No Change	DOWN	6	Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))	Mid1ip1	68041		
1416843_at	No Change	DOWN	6	"phosphodiesterase 6D, cGMP-specific, rod, delta"	Pde6d	18582		
1416859_at	No Change	DOWN	6	FK506 binding protein 3	Fkbp3	30795		
1416901_at	No Change	DOWN	6	Niemann Pick type C2	Npc2	67963		
1416907_at	No Change	DOWN	6	translin	Tsn	22099		
1416909_at	No Change	DOWN	6	RIKEN cDNA 1810008A14 gene	1810008A14Rik	66268		
1416936_at	No Change	DOWN	6	apoptosis-associated tyrosine kinase	Aatk	11302		
1416947_s_at	No Change	DOWN	6	acetyl-Coenzyme A acyltransferase 1 /// 3-ketoacyl-CoA thiolase B	Acaa1 /// MGC29978	113868 /// 235674		
1416988_at	No Change	DOWN	6	mutS homolog 2 (E. coli)	Msh2	17685		
1417000_at	No Change	DOWN	6	ankyrin repeat and BTB (POZ) domain containing 1	Abtb1	80283		
1417015_at	No Change	DOWN	6	Ras association (RalGDS/AF-6) domain family 3	Rassf3	192678		
1417037_at	No Change	DOWN	6	"origin recognition complex, subunit 6-like (S. cerevisiae)"	Orc6l	56452		
1417044_at	No Change	DOWN	6	leucine carboxyl methyltransferase 1	Lcmt1	30949		
1417075_at	No Change	DOWN	6	RIKEN cDNA 2010309E21 gene	2010309E21Rik	66488		
1417092_at	No Change	DOWN	6	parathyroid hormone receptor 1	Pthr1	19228		
1417098_s_at	No Change	DOWN	6	mitochondrial trans-2-enoyl-CoA reductase	Mecr	26922		
1417101_at	No Change	DOWN	6	heat shock protein 2	Hspa2	15512		
1417112_at	No Change	DOWN	6	ADP-ribosylation factor-like 2 binding protein	Arl2bp	107566		
1417114_at	No Change	DOWN	6	germ cell-less homolog (Drosophila)	Gcl	23885		
1417128_at	No Change	DOWN	6	RIKEN cDNA 2810052M02 gene	2810052M02Rik	67220		
1417143_at	No Change	DOWN	6	"endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2"	Edg2	14745		
1417144_at	No Change	DOWN	6	"tubulin, gamma 1"	Tubg1	103733		
1417151_a_at	No Change	DOWN	6	neurotensin receptor 2	Ntsr2	18217		
1417162_at	No Change	DOWN	6	transmembrane BAX inhibitor motif containing 1	Tmbim1	69660		
1417220_at	No Change	DOWN	6	fumarylacetoacetate hydrolase	Fah	14085		
1417223_at	No Change	DOWN	6	CD2 antigen (cytoplasmic tail) binding protein 2	Cd2bp2	70233		
1417238_at	No Change	DOWN	6	Ewing sarcoma breakpoint region 1	Ewsr1	14030		
1417275_at	No Change	DOWN	6	"myelin and lymphocyte protein, T-cell differentiation protein"	Mal	17153		
1417298_at	No Change	DOWN	6	emopamil binding protein-like	Ebpl	68177		
1417305_at	No Change	DOWN	6	aortic preferentially expressed gene 1	Apeg1	11790		
1417316_at	No Change	DOWN	6	thioesterase superfamily member 2	Them2	66834		
1417346_at	No Change	DOWN	6	PYD and CARD domain containing	Pycard	66824		
1417369_at	No Change	DOWN	6	hydroxysteroid (17-beta) dehydrogenase 4	Hsd17b4	15488		
1417390_at	No Change	DOWN	6	XPA binding protein 1	Xab1	74254		
1417432_a_at	No Change	DOWN	6	"guanine nucleotide binding protein, beta 1"	Gnb1	14688		
1417438_at	No Change	DOWN	6	retinol dehydrogenase 14 (all-trans and 9-cis)	Rdh14	105014		
1417480_at	No Change	DOWN	6	f-box only protein 9	Fbxo9	71538		
1417491_at	No Change	DOWN	6	cathepsin B	Ctsb	13030		
1417492_at	No Change	DOWN	6	cathepsin B	Ctsb	13030		
1417504_at	No Change	DOWN	6	calbindin-28K	Calb1	12307		
1417510_at	No Change	DOWN	6	vacuolar protein sorting 4a (yeast)	Vps4a	116733		
1417520_at	No Change	DOWN	6	"nuclear factor, erythroid derived 2, like 3"	Nfe2l3	18025		
1417527_at	No Change	DOWN	6	"adaptor-related protein complex 3, mu 2 subunit"	Ap3m2	64933		
1417670_at	No Change	DOWN	6	translocase of inner mitochondrial membrane 44	Timm44	21856		
1417698_at	No Change	DOWN	6	"general transcription factor IIF, polypeptide 1"	Gtf2f1	98053		
1417699_at	No Change	DOWN	6	"general transcription factor IIF, polypeptide 1"	Gtf2f1	98053		
1417705_at	No Change	DOWN	6	"OTU domain, ubiquitin aldehyde binding 1"	Otub1	107260		
1417718_at	No Change	DOWN	6	"eukaryotic translation initiation factor 3, subunit 4 (delta)"	Eif3s4	53356		
1417728_at	No Change	DOWN	6	methyl-CpG binding domain protein 3	Mbd3	17192		
1417731_at	No Change	DOWN	6	polyglutamine binding protein 1	Pqbp1	54633		
1417742_a_at	No Change	DOWN	6	DNA methyltransferase 1-associated protein 1	Dmap1	66233		
1417765_a_at	No Change	DOWN	6	"amylase 1, salivary"	Amy1	11722		
1417804_at	No Change	DOWN	6	similar to calcium and DAG-regulated guanine nucleotide exchange factor I	LOC381240	381240		
1417854_at	No Change	DOWN	6	mitogen activated protein kinase kinase 5	Map2k5	23938		
1417866_at	No Change	DOWN	6	"tumor necrosis factor, alpha-induced protein 1 (endothelial)"	Tnfaip1	21927		
1417872_at	No Change	DOWN	6	four and a half LIM domains 1	Fhl1	14199		
1417878_at	No Change	DOWN	6	E2F transcription factor 1	E2f1	13555		
1417891_at	No Change	DOWN	6	splA/ryanodine receptor domain and SOCS box containing 3	Spsb3	79043		
1417892_a_at	No Change	DOWN	6	"sirtuin 3 (silent mating type information regulation 2, homolog) 3 (S. cerevisiae)"	Sirt3	64384		
1417934_at	No Change	DOWN	6	"DnaJ (Hsp40) homolog, subfamily C, member 4"	Dnajc4	57431		
1417949_at	No Change	DOWN	6	interleukin enhancer binding factor 2	Ilf2	67781		
1417953_at	No Change	DOWN	6	"DNA segment, Chr 6, Wayne State University 176, expressed"	D6Wsu176e	27999		
1417963_at	No Change	DOWN	6	phospholipid transfer protein	Pltp	18830		
1418029_at	No Change	DOWN	6	Fas apoptotic inhibitory molecule	Faim	23873		
1418034_at	No Change	DOWN	6	mitochondrial ribosomal protein S9	Mrps9	69527		
1418049_at	No Change	DOWN	6	latent transforming growth factor beta binding protein 3	Ltbp3	16998		
1418057_at	No Change	DOWN	6	T-cell lymphoma invasion and metastasis 1	Tiam1	21844		
1418060_a_at	No Change	DOWN	6	mitogen activated protein kinase 7	Mapk7	23939		
1418086_at	No Change	DOWN	6	"protein phosphatase 1, regulatory (inhibitor) subunit 14A"	Ppp1r14a	68458		
1418139_at	No Change	DOWN	6	doublecortin	Dcx	13193		
1418164_at	No Change	DOWN	6	epimorphin	Epim	13852		
1418293_at	No Change	DOWN	6	interferon-induced protein with tetratricopeptide repeats 2	Ifit2	15958		
1418295_s_at	No Change	DOWN	6	diacylglycerol O-acyltransferase 1	Dgat1	13350		
1418319_at	No Change	DOWN	6	RIKEN cDNA 1810047C23 gene	1810047C23Rik	192169		
1418341_at	No Change	DOWN	6	"RAB4A, member RAS oncogene family"	Rab4a	19341		
1418355_at	No Change	DOWN	6	nucleobindin 2	Nucb2	53322		
1418396_at	No Change	DOWN	6	"G-protein signalling modulator 3 (AGS3-like, C. elegans)"	Gpsm3	106512		
